State,Year,Type_code,Type,Gender,Age_group,Total
Maharashtra,2001,Causes,Family Problems,Female,0-14,44
Maharashtra,2001,Causes,Suspected/Illicit Relation,Female,0-14,0
Maharashtra,2001,Causes,Unemployment,Female,0-14,0
Maharashtra,2001,Causes,Property Dispute,Female,0-14,0
Maharashtra,2001,Causes,Death of Dear Person,Female,0-14,1
Maharashtra,2001,Causes,Other Prolonged Illness,Female,0-14,17
Maharashtra,2001,Causes,Paralysis,Female,0-14,0
Maharashtra,2001,Causes,Dowry Dispute,Female,0-14,0
Maharashtra,2001,Causes,Other Causes (Please Specity),Female,0-14,1
Maharashtra,2001,Causes,Not having Children(Barrenness/Impotency,Female,0-14,0
Maharashtra,2001,Causes,Professional/Career Problem,Female,0-14,0
Maharashtra,2001,Causes,Cancer,Female,0-14,1
Maharashtra,2001,Causes,Bankruptcy or Sudden change in Economic,Female,0-14,0
Maharashtra,2001,Causes,Illegitimate Pregnancy,Female,0-14,0
Maharashtra,2001,Causes,Illness (Aids/STD),Female,0-14,0
Maharashtra,2001,Causes,Love Affairs,Female,0-14,2
Maharashtra,2001,Causes,Cancellation/Non-Settlement of Marriage,Female,0-14,0
Maharashtra,2001,Causes,Physical Abuse (Rape/Incest Etc.),Female,0-14,0
Maharashtra,2001,Causes,Illness (Aids/STD),Male,0-14,0
Maharashtra,2001,Causes,Bankruptcy or Sudden change in Economic,Male,0-14,0
Maharashtra,2001,Causes,Family Problems,Male,0-14,45
Maharashtra,2001,Causes,Illegitimate Pregnancy,Male,0-14,0
Maharashtra,2001,Causes,Dowry Dispute,Male,0-14,0
Maharashtra,2001,Causes,Professional/Career Problem,Male,0-14,0
Maharashtra,2001,Causes,Property Dispute,Male,0-14,0
Maharashtra,2001,Causes,Suspected/Illicit Relation,Male,0-14,0
Maharashtra,2001,Causes,Death of Dear Person,Male,0-14,0
Maharashtra,2001,Causes,Fall in Social Reputation,Male,0-14,0
Maharashtra,2001,Causes,Other Causes (Please Specity),Male,0-14,2
Maharashtra,2001,Causes,Cancer,Male,0-14,0
Maharashtra,2001,Causes,Divorce,Male,0-14,0
Maharashtra,2001,Causes,Drug Abuse/Addiction,Male,0-14,0
Maharashtra,2001,Causes,Not having Children(Barrenness/Impotency,Male,0-14,0
Maharashtra,2001,Causes,Paralysis,Male,0-14,0
Maharashtra,2001,Causes,Poverty,Male,0-14,1
Maharashtra,2001,Causes,Causes Not known,Male,0-14,45
Maharashtra,2001,Causes,Other Prolonged Illness,Male,0-14,14
Maharashtra,2001,Causes,Insanity/Mental Illness,Male,0-14,8
Maharashtra,2001,Causes,Unemployment,Male,0-14,0
Maharashtra,2001,Causes,Ideological Causes/Hero Worshipping,Male,0-14,0
Maharashtra,2001,Causes,Cancellation/Non-Settlement of Marriage,Male,0-14,0
Maharashtra,2001,Causes,Love Affairs,Male,0-14,0
Maharashtra,2001,Causes,Physical Abuse (Rape/Incest Etc.),Male,0-14,0
Maharashtra,2001,Causes,Failure in Examination,Male,0-14,13
Maharashtra,2001,Causes,Death of Dear Person,Female,15-29,19
Maharashtra,2001,Causes,Ideological Causes/Hero Worshipping,Female,15-29,0
Maharashtra,2001,Causes,Other Prolonged Illness,Female,15-29,284
Maharashtra,2001,Causes,Illegitimate Pregnancy,Female,15-29,3
Maharashtra,2001,Causes,Love Affairs,Female,15-29,116
Maharashtra,2001,Causes,Suspected/Illicit Relation,Female,15-29,34
Maharashtra,2001,Causes,Fall in Social Reputation,Female,15-29,24
Maharashtra,2001,Causes,Family Problems,Female,15-29,1069
Maharashtra,2001,Causes,Physical Abuse (Rape/Incest Etc.),Female,15-29,31
Maharashtra,2001,Causes,Cancellation/Non-Settlement of Marriage,Female,15-29,56
Maharashtra,2001,Causes,Drug Abuse/Addiction,Female,15-29,2
Maharashtra,2001,Causes,Failure in Examination,Female,15-29,78
Maharashtra,2001,Causes,Unemployment,Female,15-29,7
Maharashtra,2001,Causes,Insanity/Mental Illness,Female,15-29,134
Maharashtra,2001,Causes,Causes Not known,Female,15-29,262
Maharashtra,2001,Causes,Paralysis,Female,15-29,4
Maharashtra,2001,Causes,Bankruptcy or Sudden change in Economic,Female,15-29,3
Maharashtra,2001,Causes,Cancer,Female,15-29,12
Maharashtra,2001,Causes,Other Causes (Please Specity),Female,15-29,25
Maharashtra,2001,Causes,Not having Children(Barrenness/Impotency,Female,15-29,54
Maharashtra,2001,Causes,Poverty,Female,15-29,29
Maharashtra,2001,Causes,Dowry Dispute,Female,15-29,340
Maharashtra,2001,Causes,Illness (Aids/STD),Female,15-29,6
Maharashtra,2001,Causes,Divorce,Female,15-29,24
Maharashtra,2001,Causes,Professional/Career Problem,Female,15-29,5
Maharashtra,2001,Causes,Property Dispute,Female,15-29,12
Maharashtra,2001,Causes,Fall in Social Reputation,Male,15-29,21
Maharashtra,2001,Causes,Dowry Dispute,Male,15-29,1
Maharashtra,2001,Causes,Bankruptcy or Sudden change in Economic,Male,15-29,58
Maharashtra,2001,Causes,Not having Children(Barrenness/Impotency,Male,15-29,7
Maharashtra,2001,Causes,Unemployment,Male,15-29,153
Maharashtra,2001,Causes,Paralysis,Male,15-29,6
Maharashtra,2001,Causes,Cancellation/Non-Settlement of Marriage,Male,15-29,31
Maharashtra,2001,Causes,Ideological Causes/Hero Worshipping,Male,15-29,0
Maharashtra,2001,Causes,Family Problems,Male,15-29,956
Maharashtra,2001,Causes,Professional/Career Problem,Male,15-29,52
Maharashtra,2001,Causes,Death of Dear Person,Male,15-29,15
Maharashtra,2001,Causes,Insanity/Mental Illness,Male,15-29,219
Maharashtra,2001,Causes,Love Affairs,Male,15-29,72
Maharashtra,2001,Causes,Suspected/Illicit Relation,Male,15-29,12
Maharashtra,2001,Causes,Illness (Aids/STD),Male,15-29,36
Maharashtra,2001,Causes,Poverty,Male,15-29,83
Maharashtra,2001,Causes,Other Causes (Please Specity),Male,15-29,34
Maharashtra,2001,Causes,Other Prolonged Illness,Male,15-29,368
Maharashtra,2001,Causes,Physical Abuse (Rape/Incest Etc.),Male,15-29,3
Maharashtra,2001,Causes,Causes Not known,Male,15-29,414
Maharashtra,2001,Causes,Drug Abuse/Addiction,Male,15-29,113
Maharashtra,2001,Causes,Failure in Examination,Male,15-29,117
Maharashtra,2001,Causes,Property Dispute,Male,15-29,22
Maharashtra,2001,Causes,Divorce,Male,15-29,2
Maharashtra,2001,Causes,Cancer,Male,15-29,10
Maharashtra,2001,Causes,Illegitimate Pregnancy,Male,15-29,0
Maharashtra,2001,Causes,Insanity/Mental Illness,Female,30-44,123
Maharashtra,2001,Causes,Ideological Causes/Hero Worshipping,Female,30-44,0
Maharashtra,2001,Causes,Not having Children(Barrenness/Impotency,Female,30-44,36
Maharashtra,2001,Causes,Other Causes (Please Specity),Female,30-44,14
Maharashtra,2001,Causes,Cancer,Female,30-44,11
Maharashtra,2001,Causes,Failure in Examination,Female,30-44,3
Maharashtra,2001,Causes,Physical Abuse (Rape/Incest Etc.),Female,30-44,13
Maharashtra,2001,Causes,Fall in Social Reputation,Female,30-44,10
Maharashtra,2001,Causes,Paralysis,Female,30-44,3
Maharashtra,2001,Causes,Poverty,Female,30-44,30
Maharashtra,2001,Causes,Property Dispute,Female,30-44,25
Maharashtra,2001,Causes,Bankruptcy or Sudden change in Economic,Female,30-44,3
Maharashtra,2001,Causes,Cancellation/Non-Settlement of Marriage,Female,30-44,9
Maharashtra,2001,Causes,Unemployment,Female,30-44,9
Maharashtra,2001,Causes,Illegitimate Pregnancy,Female,30-44,0
Maharashtra,2001,Causes,Love Affairs,Female,30-44,12
Maharashtra,2001,Causes,Drug Abuse/Addiction,Female,30-44,1
Maharashtra,2001,Causes,Other Prolonged Illness,Female,30-44,249
Maharashtra,2001,Causes,Divorce,Female,30-44,7
Maharashtra,2001,Causes,Dowry Dispute,Female,30-44,65
Maharashtra,2001,Causes,Professional/Career Problem,Female,30-44,13
Maharashtra,2001,Causes,Death of Dear Person,Female,30-44,14
Maharashtra,2001,Causes,Family Problems,Female,30-44,740
Maharashtra,2001,Causes,Suspected/Illicit Relation,Female,30-44,18
Maharashtra,2001,Causes,Illness (Aids/STD),Female,30-44,5
Maharashtra,2001,Causes,Causes Not known,Female,30-44,194
Maharashtra,2001,Causes,Death of Dear Person,Male,30-44,18
Maharashtra,2001,Causes,Divorce,Male,30-44,8
Maharashtra,2001,Causes,Family Problems,Male,30-44,1122
Maharashtra,2001,Causes,Unemployment,Male,30-44,169
Maharashtra,2001,Causes,Paralysis,Male,30-44,18
Maharashtra,2001,Causes,Failure in Examination,Male,30-44,8
Maharashtra,2001,Causes,Love Affairs,Male,30-44,35
Maharashtra,2001,Causes,Not having Children(Barrenness/Impotency,Male,30-44,22
Maharashtra,2001,Causes,Physical Abuse (Rape/Incest Etc.),Male,30-44,1
Maharashtra,2001,Causes,Cancer,Male,30-44,38
Maharashtra,2001,Causes,Dowry Dispute,Male,30-44,0
Maharashtra,2001,Causes,Ideological Causes/Hero Worshipping,Male,30-44,0
Maharashtra,2001,Causes,Property Dispute,Male,30-44,42
Maharashtra,2001,Causes,Poverty,Male,30-44,141
Maharashtra,2001,Causes,Suspected/Illicit Relation,Male,30-44,11
Maharashtra,2001,Causes,Drug Abuse/Addiction,Male,30-44,224
Maharashtra,2001,Causes,Illegitimate Pregnancy,Male,30-44,0
Maharashtra,2001,Causes,Other Prolonged Illness,Male,30-44,704
Maharashtra,2001,Causes,Bankruptcy or Sudden change in Economic,Male,30-44,126
Maharashtra,2001,Causes,Fall in Social Reputation,Male,30-44,20
Maharashtra,2001,Causes,Illness (Aids/STD),Male,30-44,35
Maharashtra,2001,Causes,Causes Not known,Male,30-44,543
Maharashtra,2001,Causes,Insanity/Mental Illness,Male,30-44,265
Maharashtra,2001,Causes,Professional/Career Problem,Male,30-44,50
Maharashtra,2001,Causes,Cancellation/Non-Settlement of Marriage,Male,30-44,27
Maharashtra,2001,Causes,Other Causes (Please Specity),Male,30-44,43
Maharashtra,2001,Causes,Dowry Dispute,Female,45-59,1
Maharashtra,2001,Causes,Love Affairs,Female,45-59,1
Maharashtra,2001,Causes,Other Causes (Please Specity),Female,45-59,5
Maharashtra,2001,Causes,Illegitimate Pregnancy,Female,45-59,0
Maharashtra,2001,Causes,Suspected/Illicit Relation,Female,45-59,1
Maharashtra,2001,Causes,Family Problems,Female,45-59,227
Maharashtra,2001,Causes,Illness (Aids/STD),Female,45-59,1
Maharashtra,2001,Causes,Poverty,Female,45-59,17
Maharashtra,2001,Causes,Not having Children(Barrenness/Impotency,Female,45-59,3
Maharashtra,2001,Causes,Causes Not known,Female,45-59,85
Maharashtra,2001,Causes,Insanity/Mental Illness,Female,45-59,61
Maharashtra,2001,Causes,Property Dispute,Female,45-59,5
Maharashtra,2001,Causes,Cancer,Female,45-59,6
Maharashtra,2001,Causes,Other Prolonged Illness,Female,45-59,163
Maharashtra,2001,Causes,Physical Abuse (Rape/Incest Etc.),Female,45-59,1
Maharashtra,2001,Causes,Ideological Causes/Hero Worshipping,Female,45-59,0
Maharashtra,2001,Causes,Death of Dear Person,Female,45-59,3
Maharashtra,2001,Causes,Fall in Social Reputation,Female,45-59,0
Maharashtra,2001,Causes,Unemployment,Female,45-59,10
Maharashtra,2001,Causes,Bankruptcy or Sudden change in Economic,Female,45-59,4
Maharashtra,2001,Causes,Divorce,Female,45-59,3
Maharashtra,2001,Causes,Drug Abuse/Addiction,Female,45-59,3
Maharashtra,2001,Causes,Failure in Examination,Female,45-59,0
Maharashtra,2001,Causes,Cancellation/Non-Settlement of Marriage,Female,45-59,3
Maharashtra,2001,Causes,Professional/Career Problem,Female,45-59,5
Maharashtra,2001,Causes,Paralysis,Female,45-59,9
Maharashtra,2001,Causes,Fall in Social Reputation,Male,45-59,16
Maharashtra,2001,Causes,Love Affairs,Male,45-59,3
Maharashtra,2001,Causes,Suspected/Illicit Relation,Male,45-59,2
Maharashtra,2001,Causes,Unemployment,Male,45-59,45
Maharashtra,2001,Causes,Family Problems,Male,45-59,564
Maharashtra,2001,Causes,Illness (Aids/STD),Male,45-59,11
Maharashtra,2001,Causes,Insanity/Mental Illness,Male,45-59,166
Maharashtra,2001,Causes,Divorce,Male,45-59,2
Maharashtra,2001,Causes,Dowry Dispute,Male,45-59,0
Maharashtra,2001,Causes,Ideological Causes/Hero Worshipping,Male,45-59,0
Maharashtra,2001,Causes,Paralysis,Male,45-59,29
Maharashtra,2001,Causes,Not having Children(Barrenness/Impotency,Male,45-59,6
Maharashtra,2001,Causes,Professional/Career Problem,Male,45-59,37
Maharashtra,2001,Causes,Failure in Examination,Male,45-59,0
Maharashtra,2001,Causes,Death of Dear Person,Male,45-59,15
Maharashtra,2001,Causes,Illegitimate Pregnancy,Male,45-59,0
Maharashtra,2001,Causes,Drug Abuse/Addiction,Male,45-59,126
Maharashtra,2001,Causes,Poverty,Male,45-59,61
Maharashtra,2001,Causes,Property Dispute,Male,45-59,26
Maharashtra,2001,Causes,Causes Not known,Male,45-59,240
Maharashtra,2001,Causes,Cancer,Male,45-59,28
Maharashtra,2001,Causes,Other Causes (Please Specity),Male,45-59,18
Maharashtra,2001,Causes,Cancellation/Non-Settlement of Marriage,Male,45-59,4
Maharashtra,2001,Causes,Bankruptcy or Sudden change in Economic,Male,45-59,66
Maharashtra,2001,Causes,Other Prolonged Illness,Male,45-59,473
Maharashtra,2001,Causes,Physical Abuse (Rape/Incest Etc.),Male,45-59,0
Maharashtra,2001,Causes,Insanity/Mental Illness,Female,60+,34
Maharashtra,2001,Causes,Paralysis,Female,60+,3
Maharashtra,2001,Causes,Professional/Career Problem,Female,60+,1
Maharashtra,2001,Causes,Unemployment,Female,60+,3
Maharashtra,2001,Causes,Other Causes (Please Specity),Female,60+,3
Maharashtra,2001,Causes,Dowry Dispute,Female,60+,0
Maharashtra,2001,Causes,Family Problems,Female,60+,64
Maharashtra,2001,Causes,Ideological Causes/Hero Worshipping,Female,60+,0
Maharashtra,2001,Causes,Not having Children(Barrenness/Impotency,Female,60+,2
Maharashtra,2001,Causes,Failure in Examination,Female,60+,0
Maharashtra,2001,Causes,Illegitimate Pregnancy,Female,60+,0
Maharashtra,2001,Causes,Bankruptcy or Sudden change in Economic,Female,60+,1
Maharashtra,2001,Causes,Fall in Social Reputation,Female,60+,0
Maharashtra,2001,Causes,Divorce,Female,60+,0
Maharashtra,2001,Causes,Causes Not known,Female,60+,37
Maharashtra,2001,Causes,Love Affairs,Female,60+,0
Maharashtra,2001,Causes,Suspected/Illicit Relation,Female,60+,0
Maharashtra,2001,Causes,Physical Abuse (Rape/Incest Etc.),Female,60+,0
Maharashtra,2001,Causes,Cancer,Female,60+,7
Maharashtra,2001,Causes,Drug Abuse/Addiction,Female,60+,0
Maharashtra,2001,Causes,Illness (Aids/STD),Female,60+,2
Maharashtra,2001,Causes,Death of Dear Person,Female,60+,2
Maharashtra,2001,Causes,Cancellation/Non-Settlement of Marriage,Female,60+,0
Maharashtra,2001,Causes,Property Dispute,Female,60+,2
Maharashtra,2001,Causes,Other Prolonged Illness,Female,60+,121
Maharashtra,2001,Causes,Poverty,Female,60+,8
Maharashtra,2001,Causes,Other Prolonged Illness,Male,60+,304
Maharashtra,2001,Causes,Property Dispute,Male,60+,10
Maharashtra,2001,Causes,Drug Abuse/Addiction,Male,60+,29
Maharashtra,2001,Causes,Not having Children(Barrenness/Impotency,Male,60+,0
Maharashtra,2001,Causes,Illness (Aids/STD),Male,60+,4
Maharashtra,2001,Causes,Physical Abuse (Rape/Incest Etc.),Male,60+,1
Maharashtra,2001,Causes,Dowry Dispute,Male,60+,0
Maharashtra,2001,Causes,Ideological Causes/Hero Worshipping,Male,60+,0
Maharashtra,2001,Causes,Cancellation/Non-Settlement of Marriage,Male,60+,0
Maharashtra,2001,Causes,Causes Not known,Male,60+,113
Maharashtra,2001,Causes,Love Affairs,Male,60+,0
Maharashtra,2001,Causes,Bankruptcy or Sudden change in Economic,Male,60+,6
Maharashtra,2001,Causes,Poverty,Male,60+,17
Maharashtra,2001,Causes,Paralysis,Male,60+,21
Maharashtra,2001,Causes,Insanity/Mental Illness,Male,60+,65
Maharashtra,2001,Causes,Unemployment,Male,60+,3
Maharashtra,2001,Causes,Divorce,Male,60+,0
Maharashtra,2001,Causes,Professional/Career Problem,Male,60+,6
Maharashtra,2001,Causes,Fall in Social Reputation,Male,60+,3
Maharashtra,2001,Causes,Illegitimate Pregnancy,Male,60+,0
Maharashtra,2001,Causes,Suspected/Illicit Relation,Male,60+,1
Maharashtra,2001,Causes,Family Problems,Male,60+,185
Maharashtra,2001,Causes,Other Causes (Please Specity),Male,60+,6
Maharashtra,2001,Causes,Death of Dear Person,Male,60+,13
Maharashtra,2001,Causes,Cancer,Male,60+,10
Maharashtra,2001,Causes,Failure in Examination,Male,60+,0
Maharashtra,2001,Education_Status,Graduate,Female,0-100+,50
Maharashtra,2001,Education_Status,Primary,Female,0-100+,1471
Maharashtra,2001,Education_Status,Diploma,Female,0-100+,23
Maharashtra,2001,Education_Status,Matriculate/Secondary,Female,0-100+,895
Maharashtra,2001,Education_Status,No Education,Female,0-100+,1189
Maharashtra,2001,Education_Status,Middle,Female,0-100+,1375
Maharashtra,2001,Education_Status,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,265
Maharashtra,2001,Education_Status,Post Graduate and Above,Female,0-100+,12
Maharashtra,2001,Education_Status,Post Graduate and Above,Male,0-100+,33
Maharashtra,2001,Education_Status,Primary,Male,0-100+,2478
Maharashtra,2001,Education_Status,Matriculate/Secondary,Male,0-100+,2060
Maharashtra,2001,Education_Status,Diploma,Male,0-100+,78
Maharashtra,2001,Education_Status,Graduate,Male,0-100+,102
Maharashtra,2001,Education_Status,Middle,Male,0-100+,2587
Maharashtra,2001,Education_Status,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,448
Maharashtra,2001,Education_Status,No Education,Male,0-100+,1552
Maharashtra,2001,Means_adopted,By Consuming Other Poison,Female,0-14,17
Maharashtra,2001,Means_adopted,By Over Alcoholism,Female,0-14,0
Maharashtra,2001,Means_adopted,By Other means (please specify),Female,0-14,0
Maharashtra,2001,Means_adopted,By Overdose of sleeping pills,Female,0-14,1
Maharashtra,2001,Means_adopted,By Fire-Arms,Female,0-14,0
Maharashtra,2001,Means_adopted,By Jumping from (Other sites),Female,0-14,0
Maharashtra,2001,Means_adopted,By Consuming Insecticides,Female,0-14,48
Maharashtra,2001,Means_adopted,By Jumping off Moving Vehicles/Trains,Female,0-14,0
Maharashtra,2001,Means_adopted,By touching electric wires,Female,0-14,0
Maharashtra,2001,Means_adopted,By coming under running vehicles/trains,Female,0-14,0
Maharashtra,2001,Means_adopted,By Drowning,Female,0-14,22
Maharashtra,2001,Means_adopted,By Machine,Female,0-14,0
Maharashtra,2001,Means_adopted,By Jumping from (Building),Female,0-14,1
Maharashtra,2001,Means_adopted,By Hanging,Female,0-14,23
Maharashtra,2001,Means_adopted,By Self Infliction of injury,Female,0-14,0
Maharashtra,2001,Means_adopted,By Fire/Self Immolation,Female,0-14,21
Maharashtra,2001,Means_adopted,By Jumping from (Other sites),Male,0-14,0
Maharashtra,2001,Means_adopted,By Consuming Insecticides,Male,0-14,43
Maharashtra,2001,Means_adopted,By Jumping from (Building),Male,0-14,0
Maharashtra,2001,Means_adopted,By Consuming Other Poison,Male,0-14,6
Maharashtra,2001,Means_adopted,By coming under running vehicles/trains,Male,0-14,2
Maharashtra,2001,Means_adopted,By Over Alcoholism,Male,0-14,0
Maharashtra,2001,Means_adopted,By Self Infliction of injury,Male,0-14,8
Maharashtra,2001,Means_adopted,By Hanging,Male,0-14,35
Maharashtra,2001,Means_adopted,By Fire-Arms,Male,0-14,0
Maharashtra,2001,Means_adopted,By touching electric wires,Male,0-14,1
Maharashtra,2001,Means_adopted,By Jumping off Moving Vehicles/Trains,Male,0-14,0
Maharashtra,2001,Means_adopted,By Machine,Male,0-14,0
Maharashtra,2001,Means_adopted,By Drowning,Male,0-14,21
Maharashtra,2001,Means_adopted,By Fire/Self Immolation,Male,0-14,11
Maharashtra,2001,Means_adopted,By Overdose of sleeping pills,Male,0-14,1
Maharashtra,2001,Means_adopted,By Other means (please specify),Male,0-14,0
Maharashtra,2001,Means_adopted,By Over Alcoholism,Female,15-29,6
Maharashtra,2001,Means_adopted,By Other means (please specify),Female,15-29,0
Maharashtra,2001,Means_adopted,By Hanging,Female,15-29,423
Maharashtra,2001,Means_adopted,By Jumping off Moving Vehicles/Trains,Female,15-29,2
Maharashtra,2001,Means_adopted,By Jumping from (Other sites),Female,15-29,5
Maharashtra,2001,Means_adopted,By Drowning,Female,15-29,387
Maharashtra,2001,Means_adopted,By Consuming Insecticides,Female,15-29,772
Maharashtra,2001,Means_adopted,By Consuming Other Poison,Female,15-29,228
Maharashtra,2001,Means_adopted,By Self Infliction of injury,Female,15-29,0
Maharashtra,2001,Means_adopted,By Fire-Arms,Female,15-29,5
Maharashtra,2001,Means_adopted,By Machine,Female,15-29,1
Maharashtra,2001,Means_adopted,By Fire/Self Immolation,Female,15-29,752
Maharashtra,2001,Means_adopted,By coming under running vehicles/trains,Female,15-29,28
Maharashtra,2001,Means_adopted,By Overdose of sleeping pills,Female,15-29,9
Maharashtra,2001,Means_adopted,By Jumping from (Building),Female,15-29,11
Maharashtra,2001,Means_adopted,By touching electric wires,Female,15-29,4
Maharashtra,2001,Means_adopted,By touching electric wires,Male,15-29,17
Maharashtra,2001,Means_adopted,By Over Alcoholism,Male,15-29,49
Maharashtra,2001,Means_adopted,By Drowning,Male,15-29,342
Maharashtra,2001,Means_adopted,By Machine,Male,15-29,2
Maharashtra,2001,Means_adopted,By Fire-Arms,Male,15-29,6
Maharashtra,2001,Means_adopted,By Jumping from (Other sites),Male,15-29,13
Maharashtra,2001,Means_adopted,By Jumping off Moving Vehicles/Trains,Male,15-29,15
Maharashtra,2001,Means_adopted,By Consuming Other Poison,Male,15-29,273
Maharashtra,2001,Means_adopted,By Overdose of sleeping pills,Male,15-29,12
Maharashtra,2001,Means_adopted,By coming under running vehicles/trains,Male,15-29,66
Maharashtra,2001,Means_adopted,By Fire/Self Immolation,Male,15-29,213
Maharashtra,2001,Means_adopted,By Consuming Insecticides,Male,15-29,935
Maharashtra,2001,Means_adopted,By Hanging,Male,15-29,818
Maharashtra,2001,Means_adopted,By Self Infliction of injury,Male,15-29,8
Maharashtra,2001,Means_adopted,By Other means (please specify),Male,15-29,1
Maharashtra,2001,Means_adopted,By Jumping from (Building),Male,15-29,35
Maharashtra,2001,Means_adopted,By Hanging,Female,30-44,249
Maharashtra,2001,Means_adopted,By Jumping from (Other sites),Female,30-44,5
Maharashtra,2001,Means_adopted,By Over Alcoholism,Female,30-44,5
Maharashtra,2001,Means_adopted,By Jumping from (Building),Female,30-44,9
Maharashtra,2001,Means_adopted,By Fire/Self Immolation,Female,30-44,450
Maharashtra,2001,Means_adopted,By Overdose of sleeping pills,Female,30-44,10
Maharashtra,2001,Means_adopted,By Other means (please specify),Female,30-44,0
Maharashtra,2001,Means_adopted,By Consuming Insecticides,Female,30-44,457
Maharashtra,2001,Means_adopted,By coming under running vehicles/trains,Female,30-44,21
Maharashtra,2001,Means_adopted,By Consuming Other Poison,Female,30-44,149
Maharashtra,2001,Means_adopted,By Fire-Arms,Female,30-44,0
Maharashtra,2001,Means_adopted,By touching electric wires,Female,30-44,4
Maharashtra,2001,Means_adopted,By Jumping off Moving Vehicles/Trains,Female,30-44,3
Maharashtra,2001,Means_adopted,By Self Infliction of injury,Female,30-44,1
Maharashtra,2001,Means_adopted,By Drowning,Female,30-44,244
Maharashtra,2001,Means_adopted,By Machine,Female,30-44,0
Maharashtra,2001,Means_adopted,By touching electric wires,Male,30-44,18
Maharashtra,2001,Means_adopted,By Jumping from (Other sites),Male,30-44,10
Maharashtra,2001,Means_adopted,By Self Infliction of injury,Male,30-44,25
Maharashtra,2001,Means_adopted,By Fire-Arms,Male,30-44,4
Maharashtra,2001,Means_adopted,By Drowning,Male,30-44,497
Maharashtra,2001,Means_adopted,By Consuming Insecticides,Male,30-44,1145
Maharashtra,2001,Means_adopted,By Jumping off Moving Vehicles/Trains,Male,30-44,17
Maharashtra,2001,Means_adopted,By Consuming Other Poison,Male,30-44,301
Maharashtra,2001,Means_adopted,By Overdose of sleeping pills,Male,30-44,15
Maharashtra,2001,Means_adopted,By coming under running vehicles/trains,Male,30-44,107
Maharashtra,2001,Means_adopted,By Fire/Self Immolation,Male,30-44,329
Maharashtra,2001,Means_adopted,By Machine,Male,30-44,2
Maharashtra,2001,Means_adopted,By Jumping from (Building),Male,30-44,26
Maharashtra,2001,Means_adopted,By Hanging,Male,30-44,1047
Maharashtra,2001,Means_adopted,By Other means (please specify),Male,30-44,2
Maharashtra,2001,Means_adopted,By Over Alcoholism,Male,30-44,125
Maharashtra,2001,Means_adopted,By Machine,Female,45-59,0
Maharashtra,2001,Means_adopted,By Self Infliction of injury,Female,45-59,0
Maharashtra,2001,Means_adopted,By Jumping from (Building),Female,45-59,6
Maharashtra,2001,Means_adopted,By Over Alcoholism,Female,45-59,18
Maharashtra,2001,Means_adopted,By Fire/Self Immolation,Female,45-59,131
Maharashtra,2001,Means_adopted,By Consuming Other Poison,Female,45-59,59
Maharashtra,2001,Means_adopted,By Consuming Insecticides,Female,45-59,212
Maharashtra,2001,Means_adopted,By Drowning,Female,45-59,81
Maharashtra,2001,Means_adopted,By Overdose of sleeping pills,Female,45-59,8
Maharashtra,2001,Means_adopted,By touching electric wires,Female,45-59,2
Maharashtra,2001,Means_adopted,By coming under running vehicles/trains,Female,45-59,10
Maharashtra,2001,Means_adopted,By Hanging,Female,45-59,88
Maharashtra,2001,Means_adopted,By Other means (please specify),Female,45-59,0
Maharashtra,2001,Means_adopted,By Fire-Arms,Female,45-59,0
Maharashtra,2001,Means_adopted,By Jumping off Moving Vehicles/Trains,Female,45-59,1
Maharashtra,2001,Means_adopted,By Jumping from (Other sites),Female,45-59,1
Maharashtra,2001,Means_adopted,By Consuming Other Poison,Male,45-59,168
Maharashtra,2001,Means_adopted,By Machine,Male,45-59,0
Maharashtra,2001,Means_adopted,By coming under running vehicles/trains,Male,45-59,43
Maharashtra,2001,Means_adopted,By Hanging,Male,45-59,565
Maharashtra,2001,Means_adopted,By Consuming Insecticides,Male,45-59,629
Maharashtra,2001,Means_adopted,By Jumping from (Other sites),Male,45-59,3
Maharashtra,2001,Means_adopted,By Over Alcoholism,Male,45-59,96
Maharashtra,2001,Means_adopted,By Jumping from (Building),Male,45-59,7
Maharashtra,2001,Means_adopted,By Fire/Self Immolation,Male,45-59,155
Maharashtra,2001,Means_adopted,By Jumping off Moving Vehicles/Trains,Male,45-59,8
Maharashtra,2001,Means_adopted,By Fire-Arms,Male,45-59,9
Maharashtra,2001,Means_adopted,By Self Infliction of injury,Male,45-59,30
Maharashtra,2001,Means_adopted,By Overdose of sleeping pills,Male,45-59,11
Maharashtra,2001,Means_adopted,By Other means (please specify),Male,45-59,0
Maharashtra,2001,Means_adopted,By touching electric wires,Male,45-59,5
Maharashtra,2001,Means_adopted,By Drowning,Male,45-59,209
Maharashtra,2001,Means_adopted,By Consuming Insecticides,Female,60+,82
Maharashtra,2001,Means_adopted,By Fire-Arms,Female,60+,0
Maharashtra,2001,Means_adopted,By Jumping off Moving Vehicles/Trains,Female,60+,2
Maharashtra,2001,Means_adopted,By Self Infliction of injury,Female,60+,0
Maharashtra,2001,Means_adopted,By Jumping from (Building),Female,60+,4
Maharashtra,2001,Means_adopted,By coming under running vehicles/trains,Female,60+,8
Maharashtra,2001,Means_adopted,By Overdose of sleeping pills,Female,60+,6
Maharashtra,2001,Means_adopted,By Fire/Self Immolation,Female,60+,61
